institution,city,state,region,control,level,predominant_degree,admission_rate,sat_average,undergrad_enrollment,pct_pell_grant,pct_first_generation,median_family_income,cost_of_attendance,tuition_in_state,tuition_out_state,completion_rate,median_debt_at_graduation,median_earnings_6yr,median_earnings_10yr,earnings_p25_10yr,earnings_p75_10yr,pct_earning_over_25k_10yr,debt_to_earnings,latitude,longitude
American National University-Louisville,Louisville,KY,Southeast,Private for-profit,4-year,Associate,,,347,0.7708,0.5986,12639,25356,12456,12456,0.5,23618,26172,28188,13416,42480,0.372,0.838,37.472423,-82.528212
American Public University System,Charles Town,WV,Southeast,Private for-profit,4-year,Bachelor's,,,40074,0.2455,0.5344,22614,18768,8400,8400,0.5716,21743,32917,44409,20126,73944,,0.49,39.287826,-77.860121
American River College,Sacramento,CA,Far West,Public,2-year,Associate,,,25621,0.2109,0.5141,13274,16384,1288,12616,0.3663,9625,34072,40162,18081,63989,0.581,0.24,38.65085,-121.349672
American Samoa Community College,Pago Pago,AS,Outlying Areas,Public,4-year,Associate,,,839,0.7316,0.578,14124,10560,5300,5600,0.3241,,24164,30087,14737,43727,0.398,,-14.322636,-170.742774
American Trade School,Saint Ann,MO,Plains,Private for-profit,Less than 2-year,Certificate,,,154,0.6766,0.4107,18799,,,,0.7174,,39492,47161,29925,61952,,,38.72876,-90.380141
American University,Washington,DC,Mid East,Private nonprofit,4-year,Bachelor's,0.6196,1381,7266,0.1388,0.1563,84200,76058,58771,58771,0.7549,22750,61328,77370,51260,112884,0.851,0.294,38.936005,-77.088875
American University of Health Sciences,Signal Hill,CA,Far West,Private for-profit,4-year,Bachelor's,0.5,,351,0.456,0.3516,31654,,24575,24575,0.5,40326,111064,93610,53815,132755,0.607,0.431,33.796849,-118.171366
Ameritas College,Huntington,WV,Southeast,Private nonprofit,2-year,Associate,,,181,0.9043,0.6176,5134,17951,10050,10050,0.25,21604,18035,21783,8953,35442,0.299,0.992,38.419732,-82.443234
Ameritas College -  South Bay Correctional Facility,South Bay,FL,Southeast,Private nonprofit,2-year,Not classified,,,,,0.6176,5134,,,,,21604,18035,21783,8953,35442,0.299,0.992,,
Amherst College,Amherst,MA,New England,Private nonprofit,4-year,Bachelor's,0.0901,1533,1911,0.1984,0.2085,42053,87640,70480,70480,0.939,13740,62537,77644,60184,153382,0.811,0.177,42.372459,-72.518493
Amridge University,Montgomery,AL,Southeast,Private nonprofit,4-year,Bachelor's,,,241,0.7655,0.5125,15034,,7590,7590,1.0,32189,30377,37621,21760,57946,0.696,0.856,32.362609,-86.17401
Anderson University,Anderson,IN,Great Lakes,Private nonprofit,4-year,Bachelor's,0.7934,1035,1057,0.3626,0.2317,59206,51585,37240,37240,0.5379,27000,44396,48899,30753,72582,0.715,0.552,40.112768,-85.664315
Anderson University,Anderson,SC,Southeast,Private nonprofit,4-year,Bachelor's,0.5471,1202,3183,0.2077,0.2535,64916,50192,34970,34970,0.6568,26700,42073,42101,29175,58890,0.715,0.634,34.5152,-82.640358
Andrew College,Cuthbert,GA,Southeast,Private nonprofit,4-year,Associate,0.4573,,473,0.6599,0.3296,30229,37612,19604,19604,0.3281,12533,30337,38475,21528,52818,0.572,0.326,31.772321,-84.795021
Andrews University,Berrien Springs,MI,Great Lakes,Private nonprofit,4-year,Bachelor's,0.8185,1150,1224,0.2471,0.1721,55290,45218,35056,35056,0.7153,26000,43254,53187,27398,81593,0.715,0.489,41.963859,-86.355815
Angeles College,Los Angeles,CA,Far West,Private for-profit,4-year,Certificate,,,598,0.4797,0.7339,13405,,,,0.9254,16522,26732,49108,25289,71985,,0.336,34.061223,-118.29903
Angeles Institute,ARTESIA,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,113,0.6234,0.4211,21003,,,,0.4667,17238,48187,61195,29552,81911,,0.282,33.875772,-118.080741
Angelina College,Lufkin,TX,Southwest,Public,2-year,Certificate,,,2370,0.385,0.5349,20496,14848,3430,6490,0.294,,29861,37301,20934,56287,0.566,,31.287444,-94.731625
Angelo State University,San Angelo,TX,Southwest,Public,4-year,Bachelor's,0.8301,1054,5643,0.2764,0.404,41570,23441,8460,18300,0.4397,20000,41050,50116,32254,70895,0.76,0.399,31.440914,-100.465051
Anna Maria College,Paxton,MA,New England,Private nonprofit,4-year,Bachelor's,0.503,,906,0.3429,0.3969,53085,61888,44571,44571,0.4623,25000,63110,46651,27952,86559,0.773,0.536,42.330542,-71.91896
Anne Arundel Community College,Arnold,MD,Mid East,Public,2-year,Associate,,,8997,0.2065,0.4392,27936,19841,4322,11522,0.3136,8250,38890,46219,24064,71274,0.684,0.178,39.049813,-76.512223
Anoka Technical College,Anoka,MN,Plains,Public,2-year,Certificate,,,1684,0.3332,0.3715,30099,22247,6267,6267,0.6647,11000,45073,47746,30158,66987,0.782,0.23,45.216709,-93.416087
Anoka-Ramsey Community College,Coon Rapids,MN,Plains,Public,2-year,Associate,,,4201,0.2031,0.3416,38207,21068,5682,5682,0.2995,13500,42217,48342,29989,69840,0.71,0.279,45.172978,-93.351697
Anoka-Ramsey Community College-Cambridge Campus,Cambridge,MN,Plains,Public,2-year,Not classified,,,,,0.3416,38207,,5682,5682,,13500,42217,48342,29989,69840,0.71,0.279,,
Antelope Valley Community College District,Lancaster,CA,Far West,Public,4-year,Associate,,,11534,0.4186,0.5616,13661,12931,1124,9548,0.3438,12500,28110,36526,15992,60333,0.547,0.342,34.676207,-118.186166
Antilles School of Technical Careers,San Juan,PR,Outlying Areas,Private for-profit,2-year,Certificate,,,286,0.7679,0.4441,0,,,,0.5938,,19162,21766,10423,33855,0.304,,18.438416,-66.059206
Antioch University,Yellow Springs,OH,Great Lakes,Private nonprofit,4-year,Bachelor's,,,77,0.4444,0.3683,22455,,,,,23501,47986,51541,29595,76285,0.635,0.456,39.80321,-83.908684
Antioch University-Los Angeles,Culver City,CA,Far West,Private nonprofit,4-year,Bachelor's,,,60,0.2459,0.3683,22455,,,,,23501,47986,51541,29595,76285,0.635,0.456,33.988533,-118.384458
Antioch University-New England,Keene,NH,New England,Private nonprofit,4-year,Graduate,,,,,0.3683,22455,,,,,23501,47986,51541,29595,76285,0.635,0.456,42.932344,-72.293798
Antioch University-Santa Barbara,Santa Barbara,CA,Far West,Private nonprofit,4-year,Bachelor's,,,55,0.3137,0.3683,22455,,,,,23501,47986,51541,29595,76285,0.635,0.456,34.419203,-119.6958
Antioch University-Seattle,Seattle,WA,Far West,Private nonprofit,4-year,Bachelor's,,,74,0.3333,0.3683,22455,,,,,23501,47986,51541,29595,76285,0.635,0.456,47.615916,-122.346318
Apex Technical School,Long Island City,NY,Mid East,Private nonprofit,Less than 2-year,Certificate,,,1400,0.5907,0.5634,14129,,,,0.7827,9500,40264,41093,18223,65419,0.605,0.231,40.748807,-73.949306
Apollo Career Center,Lima,OH,Great Lakes,Public,Less than 2-year,Certificate,,,574,0.1142,0.5874,17694,,,,0.59,8107,33756,43101,27267,56141,0.62,0.188,40.692999,-84.149151
Appalachian Bible College,Mount Hope,WV,Southeast,Private nonprofit,4-year,Bachelor's,0.7778,1039,193,0.4186,,41816,31423,18760,18760,0.7105,11000,29147,37467,20722,57713,0.545,0.294,37.853335,-81.198867
Appalachian State University,Boone,NC,Southeast,Public,4-year,Bachelor's,0.9014,1214,19444,0.2642,0.2501,56100,23169,7579,25212,0.7453,20231,43663,51836,36495,74305,0.759,0.39,36.215536,-81.680583
Applied Tech,Sunset Hills,MO,Plains,Public,Less than 2-year,Certificate,0.4074,,172,0.5575,0.5769,19358,,,,0.3421,14750,57854,56508,38640,75078,0.793,0.261,38.542285,-90.413236
Aquinas College,Grand Rapids,MI,Great Lakes,Private nonprofit,4-year,Bachelor's,0.8988,1025,1083,0.239,0.2192,65630,51652,40218,40218,0.6536,23000,40161,49584,32142,70335,0.72,0.464,42.96019,-85.628785
Arapahoe Community College,Littleton,CO,Rocky Mountains,Public,4-year,Certificate,,,5383,0.0991,0.3845,29736,18332,4434,17034,0.291,11884,43676,48341,26484,71609,0.663,0.246,39.607505,-105.018631
Arcadia University,Glenside,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.8022,1190,1948,0.2831,0.3067,66802,64645,49610,49610,0.6674,27000,44004,58336,39972,80889,0.77,0.463,40.092606,-75.163876
Arizona Christian University,Glendale,AZ,Southwest,Private nonprofit,4-year,Bachelor's,0.7062,,1165,0.3388,0.3826,36206,54792,35098,35098,0.3987,23000,39524,51612,30988,72457,0.634,0.446,33.622952,-112.181776
Arizona College of Nursing - Chesapeake,Chesapeake,VA,Southeast,Private for-profit,4-year,Bachelor's,1.0,,149,0.6667,0.5442,17322,42703,24653,24653,,9500,32840,34657,17281,48422,0.482,0.274,36.768088,-76.240372
Arizona College of Nursing - Hartford,East Hartford,CT,New England,Private for-profit,4-year,Bachelor's,1.0,,334,0.4821,0.5442,17322,48113,24653,24653,,9500,32840,34657,17281,48422,0.482,0.274,41.768617,-72.662653
Arizona College of Nursing-Aurora,Aurora,CO,Rocky Mountains,Private for-profit,4-year,Bachelor's,1.0,,336,0.6329,0.5442,17322,43920,24653,24653,,9500,32840,34657,17281,48422,0.482,0.274,39.660088,-104.836952
Arizona College of Nursing-Cincinnati,Cincinnati,OH,Great Lakes,Private for-profit,4-year,Bachelor's,1.0,,77,0.7619,0.5442,17322,44576,23760,23760,,9500,32840,34657,17281,48422,0.482,0.274,39.275361,-84.34767
Arizona College of Nursing-Cleveland,Beachwood,OH,Great Lakes,Private for-profit,4-year,Bachelor's,1.0,,164,0.6951,0.5442,17322,46107,23760,23760,,9500,32840,34657,17281,48422,0.482,0.274,41.46601,-81.493304
Arizona College of Nursing-Dallas,Dallas,TX,Southwest,Private for-profit,4-year,Bachelor's,1.0,,588,0.6359,0.5442,17322,43045,23987,23987,,9500,32840,34657,17281,48422,0.482,0.274,32.923106,-96.75999
Arizona College of Nursing-Falls Church,Falls Church,VA,Southeast,Private for-profit,4-year,Bachelor's,1.0,,348,0.6187,0.5442,17322,42280,24413,24413,,9500,32840,34657,17281,48422,0.482,0.274,38.860531,-77.218156
Arizona College of Nursing-Fort Lauderdale,Fort Lauderdale,FL,Southeast,Private for-profit,4-year,Bachelor's,,,428,0.6709,0.5442,17322,,25973,25973,,9500,32840,34657,17281,48422,0.482,0.274,26.205783,-80.138479
Arizona College of Nursing-Las Vegas,Las Vegas,NV,Far West,Private for-profit,4-year,Bachelor's,1.0,,1222,0.5338,0.5442,17322,35587,23531,23531,0.8182,9500,32840,34657,17281,48422,0.482,0.274,36.067353,-115.274149
Arizona College of Nursing-Ontario,Ontario,CA,Far West,Private for-profit,4-year,Bachelor's,1.0,,380,0.5651,0.5442,17322,52480,31637,31637,,9500,32840,34657,17281,48422,0.482,0.274,34.06676,-117.578071
Arizona College of Nursing-Phoenix,Phoenix,AZ,Southwest,Private for-profit,4-year,Bachelor's,1.0,,1229,0.5957,0.5442,17322,42097,26041,26041,,9500,32840,34657,17281,48422,0.482,0.274,33.635804,-112.117327
Arizona College of Nursing-Salt Lake City,Murray,UT,Rocky Mountains,Private for-profit,4-year,Bachelor's,1.0,,306,0.5481,0.5442,17322,41871,22587,22587,,9500,32840,34657,17281,48422,0.482,0.274,40.656372,-111.903426
Arizona College of Nursing-Sarasota,University Park,FL,Southeast,Private for-profit,4-year,Bachelor's,1.0,,133,0.6563,0.5442,17322,34305,23093,23093,,9500,32840,34657,17281,48422,0.482,0.274,27.397535,-82.452156
Arizona College of Nursing-Southfield,Southfield,MI,Great Lakes,Private for-profit,4-year,Bachelor's,1.0,,594,0.6625,0.5442,17322,42280,24944,24944,,9500,32840,34657,17281,48422,0.482,0.274,42.48156,-83.260202
Arizona College of Nursing-St Louis,Maryland Heights,MO,Plains,Private for-profit,4-year,Bachelor's,1.0,,131,,0.5442,17322,,23760,23760,,9500,32840,34657,17281,48422,0.482,0.274,38.690785,-90.449253
Arizona College of Nursing-Tampa,Tampa,FL,Southeast,Private for-profit,4-year,Bachelor's,1.0,,335,0.5794,0.5442,17322,41613,23093,23093,,9500,32840,34657,17281,48422,0.482,0.274,27.955614,-82.523369
Arizona College of Nursing-Tempe,Tempe,AZ,Southwest,Private for-profit,4-year,Bachelor's,1.0,,1202,0.4695,0.5442,17322,38153,26091,26091,0.8889,9500,32840,34657,17281,48422,0.482,0.274,33.403079,-111.965808
Arizona College of Nursing-Tucson,Tucson,AZ,Southwest,Private for-profit,4-year,Bachelor's,1.0,,562,0.6051,0.5442,17322,41932,24944,24944,,9500,32840,34657,17281,48422,0.482,0.274,32.22113,-110.880434
Arizona College-Glendale,Glendale,AZ,Southwest,Private for-profit,2-year,Certificate,,,403,0.7559,0.5442,17322,34393,18835,18835,0.8468,9500,32840,34657,17281,48422,0.482,0.274,33.566263,-112.154175
Arizona College-Mesa,Mesa,AZ,Southwest,Private for-profit,Less than 2-year,Certificate,,,140,0.8022,0.5442,17322,,,,0.875,9500,32840,34657,17281,48422,0.482,0.274,33.418374,-111.873428
Arizona Culinary Institute,Scottsdale,AZ,Southwest,Private for-profit,Less than 2-year,Certificate,,,149,0.4701,0.4027,21906,,,,0.9067,9500,36702,41651,23149,58357,,0.228,33.581935,-111.831237
Arizona State University - ASU California Center - Broadway,Los Angeles,CA,Far West,Public,4-year,Not classified,,,,,0.3813,35852,,11663,25185,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - ASU California Center - Grand,Los Angeles,CA,Far West,Public,4-year,Not classified,,,,,0.3813,35852,,11663,25185,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Cochise,Sierra Vista,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Mesa City Center,Mesa,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Northeastern Arizona,Show Low,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Pima,Tucson,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Pinal,Coolidge,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - The Gila Valley,Thatcher,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Tucson,Tucson,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Washington D.C.,Washington,DC,Mid East,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Yavapai,Prescott Valley,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University - Yuma,Yuma,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,,,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University Campus Immersion,Tempe,AZ,Southwest,Public,4-year,Bachelor's,0.8989,,64674,0.2899,0.3813,35852,30111,12223,33139,0.6804,19500,52843,62668,40826,92934,0.801,0.311,33.417721,-111.934383
Arizona State University Digital Immersion,Scottsdale,AZ,Southwest,Public,4-year,Bachelor's,0.6669,,53782,0.398,0.3813,35852,,,,0.0,19500,52843,62668,40826,92934,0.801,0.311,33.463517,-111.924487
Arizona State University-Downtown Phoenix,Phoenix,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,12223,33139,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University-Polytechnic,Mesa,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,12223,33139,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona State University-West Valley,Glendale,AZ,Southwest,Public,4-year,Not classified,,,,,0.3813,35852,,12223,33139,,19500,52843,62668,40826,92934,0.801,0.311,,
Arizona Western College,Yuma,AZ,Southwest,Public,2-year,Certificate,,,6374,0.4072,0.6108,21462,15868,3060,9870,0.2023,4826,32165,36857,21521,55402,0.556,0.131,32.689306,-114.495968
Arkansas Baptist College,Little Rock,AR,Southeast,Private nonprofit,4-year,Bachelor's,,,342,0.7936,0.4495,14641,23060,8760,8760,0.0739,25375,22652,28418,13142,44142,0.427,0.893,34.734751,-92.290555
Arkansas Beauty College,Russellville,AR,Southeast,Private for-profit,Less than 2-year,Certificate,,,61,0.5641,0.5294,14185,,,,0.5,,20636,16857,4009,27993,,,35.27902,-93.135369
Arkansas Beauty School-Little Rock,Little Rock,AR,Southeast,Private for-profit,Less than 2-year,Certificate,,,106,0.5141,0.5541,11328,,,,1.0,6333,14638,18078,9065,31081,0.236,0.35,34.672171,-92.343366
Arkansas Northeastern College,Blytheville,AR,Southeast,Public,2-year,Certificate,,,756,0.2398,0.5895,19292,12094,2570,4250,0.4908,,30674,33169,17754,51559,0.493,,35.898597,-89.921005
Arkansas State University,Jonesboro,AR,Southeast,Public,4-year,Bachelor's,0.8226,1090,9110,0.3838,0.3883,33450,25082,8090,14522,0.554,20500,38944,42617,26452,61266,0.63,0.481,35.842388,-90.679988
Arkansas State University Mid-South,West Memphis,AR,Southeast,Public,2-year,Certificate,,,502,0.3105,0.5944,16021,14365,3216,4824,0.5765,,27557,31857,16675,49159,0.421,,35.145736,-90.22285
Arkansas State University Three Rivers,Malvern,AR,Southeast,Public,2-year,Certificate,,,550,0.1415,0.5,24497,14579,3788,4388,0.2642,10250,33365,37374,20799,58598,0.538,0.274,34.378745,-92.821416
Arkansas State University-Beebe,Beebe,AR,Southeast,Public,2-year,Certificate,,,1986,0.3505,0.4562,24595,18771,3336,5232,0.4203,8093,32587,36603,20028,52250,0.58,0.221,35.074176,-91.895351
Arkansas State University-Mountain Home,Mountain Home,AR,Southeast,Public,2-year,Certificate,,,925,0.4582,0.5011,19818,16071,3312,4776,0.4412,10500,34640,34238,19044,52133,,0.307,36.320466,-92.388581
Arkansas State University-Newport,Newport,AR,Southeast,Public,2-year,Certificate,,,1236,0.4492,0.4988,21512,15060,3312,4752,0.458,8002,34583,41524,24870,60086,,0.193,35.640492,-91.190594
Arkansas Tech University,Russellville,AR,Southeast,Public,4-year,Certificate,0.9589,1049,5388,0.3389,0.4575,32169,22808,8674,14668,0.4856,21000,37638,41766,25501,61055,0.652,0.503,35.296091,-93.137172
Arkansas Technical School,North Little Rock,AR,Southeast,Private for-profit,Less than 2-year,Certificate,,,123,0.6833,0.6184,9512,,,,0.5833,16500,16624,16209,6850,35021,0.207,1.018,34.753843,-92.266429
Arkansas Technical School,North Little Rock,AR,Southeast,Private for-profit,Less than 2-year,Not classified,,,,,0.6184,9512,,,,,16500,16624,16209,6850,35021,0.207,1.018,,
Arlington Baptist University,Arlington,TX,Southwest,Private nonprofit,4-year,Bachelor's,,,284,0.5309,0.4576,50138,33424,20830,20830,0.1944,27000,32206,44644,23688,61630,0.681,0.605,32.739489,-97.156024
Arlington Career Institute,Arlington,TX,Southwest,Private for-profit,2-year,Certificate,,,562,0.5696,0.5221,16290,,,,0.7245,8347,32235,36674,18305,51257,0.554,0.228,32.762128,-97.072025
Arnolds Beauty School,Milan,TN,Southeast,Private for-profit,Less than 2-year,Certificate,,,63,0.4737,0.5161,22314,,,,0.7674,,19426,27828,11161,40186,0.193,,35.919195,-88.760125
Arnot Ogden Medical Center,Elmira,NY,Mid East,Private nonprofit,2-year,Associate,0.6667,,52,0.6207,,25870,,,,1.0,,66585,70775,50350,89500,,,42.101171,-76.828062
Art Academy of Cincinnati,Cincinnati,OH,Great Lakes,Private nonprofit,4-year,Bachelor's,0.3449,,205,0.5059,0.3077,48389,53879,41375,41375,0.4127,27000,27483,34368,15599,51408,0.583,0.786,39.108805,-84.513913
Art Center College of Design,Pasadena,CA,Far West,Private nonprofit,4-year,Bachelor's,0.7454,,2017,0.216,0.2429,30283,75649,54170,54170,0.7917,31000,53562,71958,28421,125307,0.693,0.431,34.169031,-118.185102
